,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,labels
897,-1.28,-1.28,-1.0,-1.0,-1.28,-2.24,-1.44,-1.0,-1.28,-1.28,-1.28,-1.45,-1.0,-0.88,-1.0,-1.0,-0.58,-0.88,-1.28,-1.84,-1.45,-1.45,-2.24,-1.84,-1.84,-1.3,-1.3,-1.44,-1.44,-2.27,-1.28,-1.0,-1.44,-1.44,-1.44,-1.44,-1.0,-1.28,-2.24,-1.44,-1.0,-0.58,-0.88,-1.44,-2.27,-2.24,-2.27,-1.45,-1.45,-1.28,-1.28,-1.84,-1.45,-1.3,-1.44,-0.58,-1.3,-1.84,-1.3,-1.0,-1.45,-1.84,-1.45,-1.45,-2.24,-1.44,-1.28,-1.84,-2.24,-2.27,-1.28,-1.0,-1.0,-1.44,-2.27,-2.24,-2.27,-1.28,-0.58,-1.0,3
898,-1.28,-1.84,-1.45,-1.3,-2.27,-1.28,-1.0,-0.58,-1.0,-0.88,-1.0,-1.0,-1.28,-1.28,-1.0,-1.0,-0.58,-0.88,-1.0,-1.0,-1.44,-2.27,-1.45,-1.0,-0.88,-0.58,-1.3,-1.44,-1.0,-1.44,-2.27,-1.45,-1.3,-1.44,-1.0,-1.28,-1.45,-0.88,-0.58,-0.88,-1.28,-1.84,-2.24,-1.84,-1.84,-2.27,-1.28,-1.44,-1.3,-1.45,-1.28,-1.28,-1.84,-1.45,-1.3,-1.3,-1.45,-1.28,-1.44,-1.84,-1.44,-0.58,-1.3,-1.44,-1.44,-1.3,-1.0,-1.0,-0.88,-1.44,-2.27,-2.24,-2.27,-1.45,-1.0,-0.88,-1.0,-1.0,-1.0,-1.44,3
899,-2.27,-1.84,-1.45,-1.45,-2.24,-2.27,-2.24,-1.3,-1.3,-2.27,-1.28,-0.58,-1.0,-1.0,-1.45,-1.45,-1.45,-2.24,-1.84,-1.44,-1.0,-1.0,-1.28,-2.24,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-1.84,-1.44,-1.0,-1.0,-1.28,-1.45,-1.0,-1.45,-1.84,-1.45,-1.3,-2.27,-1.45,-0.88,-1.44,-1.84,-1.84,-2.27,-1.84,-1.84,-1.84,-1.84,-1.45,-1.0,-0.88,-1.44,-1.84,-1.84,-2.27,-2.24,-1.84,-2.27,-1.45,-1.3,-1.44,-1.28,-1.45,-1.3,-1.3,-1.0,-1.45,-2.24,-1.84,-1.3,-1.0,-0.88,-0.58,-0.88,-1.28,-2.24,3
900,-1.45,-1.45,-1.45,-1.0,-1.45,-1.28,-1.44,-1.84,-2.27,-1.45,-1.45,-1.84,-1.45,-1.3,-1.84,-2.27,-2.24,-1.84,-1.84,-2.27,-1.45,-0.88,-1.44,-1.44,-1.0,-0.58,-0.88,-1.0,-1.28,-1.28,-1.44,-1.84,-1.3,-0.88,-1.0,-1.0,-1.28,-2.24,-1.3,-0.88,-1.0,-1.44,-1.84,-2.27,-1.45,-0.88,-1.0,-1.28,-1.28,-1.28,-2.24,-2.27,-1.84,-1.45,-0.88,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-2.24,-2.27,-1.28,-1.44,-1.3,-0.88,-1.28,-1.84,-1.28,-1.28,-1.28,-1.44,-1.84,-2.27,-1.45,-1.45,-1.28,-0.58,-1.45,3
901,-1.28,-1.28,-2.24,-2.27,-1.28,-1.28,-1.28,-0.58,-0.88,-1.44,-1.84,-1.84,-1.44,-1.44,-2.27,-1.28,-0.58,-1.45,-1.28,-1.0,-1.0,-0.58,-1.45,-2.24,-2.27,-1.84,-1.28,-1.0,-1.0,-1.44,-2.27,-1.28,-1.0,-1.0,-0.58,-1.0,-1.0,-1.45,-1.45,-1.0,-1.0,-1.45,-1.45,-1.0,-0.88,-1.28,-1.45,-1.0,-1.45,-1.84,-2.24,-2.27,-1.84,-1.45,-0.88,-1.28,-1.45,-1.3,-1.44,-0.58,-0.88,-1.0,-1.0,-1.44,-2.27,-1.45,-1.45,-1.45,-0.88,-1.0,-1.0,-1.0,-1.28,-1.45,-1.3,-1.3,-1.3,-1.44,-1.0,-1.0,3
902,-2.24,-1.44,-1.0,-1.28,-1.45,-1.45,-1.45,-0.88,-1.28,-1.45,-1.0,-1.0,-1.3,-1.3,-1.45,-2.24,-2.27,-2.24,-1.3,-1.0,-1.3,-1.44,-1.0,-1.44,-1.3,-0.88,-1.44,-2.27,-1.84,-1.84,-1.28,-1.0,-1.44,-2.27,-1.28,-1.44,-2.27,-1.45,-1.0,-0.88,-0.58,-1.0,-1.0,-0.88,-1.0,-1.44,-2.27,-1.28,-1.28,-2.24,-2.27,-1.84,-1.45,-0.88,-1.0,-1.44,-1.84,-2.27,-2.24,-1.3,-1.0,-1.45,-1.84,-1.84,-1.45,-0.88,-1.0,-1.0,-1.44,-1.44,-1.28,-1.84,-1.28,-0.58,-1.0,-1.0,-1.45,-1.84,-2.24,-1.3,3
903,-1.28,-1.28,-1.0,-0.58,-0.88,-1.28,-1.84,-2.24,-1.84,-2.27,-1.84,-1.28,-0.58,-1.45,-1.45,-1.3,-1.3,-0.88,-1.28,-2.24,-2.27,-2.24,-1.84,-2.27,-2.24,-1.84,-1.44,-0.58,-1.3,-1.84,-2.27,-1.28,-1.44,-1.84,-1.3,-0.88,-0.58,-1.0,-1.3,-1.84,-2.27,-2.24,-1.44,-1.0,-1.0,-0.58,-1.45,-2.24,-2.27,-1.84,-1.45,-1.45,-1.45,-0.88,-1.28,-1.84,-2.24,-1.84,-2.27,-1.45,-1.0,-0.88,-0.58,-1.45,-1.45,-1.0,-1.45,-1.28,-1.44,-2.27,-1.84,-2.24,-2.27,-1.45,-1.0,-0.88,-1.44,-1.44,-1.0,-1.0,3
904,-1.3,-1.3,-0.88,-1.44,-1.3,-1.45,-1.28,-0.58,-1.0,-0.88,-0.58,-0.88,-1.28,-1.84,-1.28,-1.44,-1.3,-1.0,-1.0,-1.45,-1.28,-1.44,-1.3,-1.45,-1.28,-1.44,-1.3,-1.0,-1.45,-1.28,-0.58,-1.0,-0.88,-1.0,-1.44,-1.3,-1.3,-1.44,-1.28,-1.45,-1.0,-1.0,-1.45,-1.28,-1.28,-2.24,-1.84,-2.27,-1.45,-1.0,-1.3,-1.84,-1.3,-0.88,-1.0,-1.28,-2.24,-1.3,-0.88,-0.58,-1.45,-1.28,-0.58,-0.88,-1.0,-1.28,-1.84,-1.28,-1.44,-1.44,-1.44,-1.44,-0.58,-1.0,-1.45,-1.28,-1.0,-1.0,-1.28,-1.28,3
905,-0.88,-0.58,-1.0,-1.0,-1.0,-1.3,-1.3,-1.3,-1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.3,-2.27,-1.45,-1.3,-2.27,-1.45,-1.0,-1.0,-1.45,-1.28,-1.0,-1.28,-2.24,-1.84,-1.44,-1.0,-1.44,-1.3,-1.0,-1.0,-1.0,-1.0,-1.3,-2.27,-1.84,-2.24,-2.27,-1.28,-0.58,-0.88,-1.44,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-2.24,-1.84,-1.3,-0.88,-0.58,-1.0,-0.88,-1.28,-2.24,-1.44,-1.0,-1.0,-1.44,-2.27,-1.28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.58,-1.45,-1.84,-1.45,-1.45,-1.84,-1.84,-2.24,3
906,-1.28,-2.24,-1.84,-1.3,-1.3,-1.84,-2.27,-1.28,-1.44,-1.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.58,-0.88,-1.28,-1.84,-1.45,-0.88,-1.0,-1.28,-2.24,-1.3,-1.0,-1.45,-1.28,-1.28,-1.28,-1.0,-1.0,-0.58,-0.88,-0.58,-1.45,-1.28,-1.44,-1.84,-1.44,-1.0,-0.58,-1.45,-1.28,-1.28,-1.84,-1.84,-1.28,-0.58,-1.45,-1.84,-1.84,-1.45,-1.0,-0.88,-1.28,-2.24,-1.44,-0.58,-0.88,-1.0,-0.58,-0.88,-1.28,-1.45,-1.0,-1.0,-1.0,-0.88,-1.44,-1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-1.0,3
907,-2.27,-1.45,-1.3,-1.44,-0.58,-1.45,-2.24,-1.44,-1.44,-1.3,-0.88,-1.0,-1.44,-1.3,-1.45,-2.24,-1.3,-1.3,-1.44,-0.58,-1.45,-1.45,-1.0,-1.45,-1.45,-1.0,-1.3,-1.44,-1.0,-1.44,-1.3,-1.0,-1.0,-1.0,-1.45,-1.28,-1.28,-2.24,-2.27,-1.84,-1.28,-1.44,-2.27,-2.24,-2.27,-2.24,-1.3,-1.0,-1.3,-2.27,-2.24,-1.84,-2.27,-1.45,-1.45,-1.28,-1.44,-1.84,-2.27,-2.24,-1.44,-0.58,-1.0,-0.88,-0.58,-1.45,-1.84,-2.24,-1.44,-1.28,-1.84,-1.28,-1.0,-1.0,-1.28,-1.28,-0.58,-1.45,-1.45,-1.3,3
908,-1.45,-1.84,-1.28,-1.0,-1.0,-0.58,-1.0,-0.88,-1.0,-0.58,-0.88,-1.0,-1.28,-1.45,-0.88,-0.58,-0.88,-1.44,-2.27,-1.45,-0.88,-1.0,-1.44,-2.27,-1.28,-1.44,-1.44,-1.0,-1.44,-1.44,-1.0,-0.58,-1.45,-1.28,-1.0,-1.0,-1.0,-1.0,-0.58,-0.88,-0.58,-0.88,-0.58,-1.3,-2.27,-1.28,-0.58,-1.0,-1.45,-1.45,-1.45,-1.84,-1.45,-1.0,-0.88,-0.58,-1.0,-0.88,-1.0,-0.58,-1.0,-1.45,-1.84,-1.28,-1.0,-1.0,-1.28,-1.28,-1.0,-1.0,-1.0,-1.28,-1.28,-1.44,-1.44,-1.0,-1.0,-0.58,-0.88,-0.58,3
909,-1.45,-1.45,-1.3,-1.84,-2.27,-1.45,-1.45,-1.28,-1.0,-0.58,-1.0,-1.45,-1.45,-0.88,-1.28,-1.45,-1.0,-1.45,-1.45,-1.45,-1.84,-1.45,-1.0,-0.88,-0.58,-1.0,-0.88,-0.58,-1.0,-1.0,-1.45,-1.28,-1.44,-1.84,-2.27,-1.45,-1.0,-1.0,-1.45,-1.84,-2.24,-1.84,-1.44,-0.58,-1.0,-1.0,-0.88,-0.58,-1.0,-1.45,-2.24,-2.27,-1.28,-0.58,-0.88,-1.0,-0.58,-1.45,-2.24,-1.44,-1.0,-1.0,-1.28,-1.84,-1.28,-1.44,-2.27,-1.28,-0.58,-1.0,-1.45,-1.84,-1.45,-0.88,-0.58,-1.3,-1.44,-1.44,-1.44,-0.58,3
910,-1.84,-1.84,-1.44,-1.44,-2.27,-1.45,-0.88,-1.28,-2.24,-1.44,-1.0,-0.58,-0.88,-0.58,-0.88,-1.28,-1.84,-1.45,-0.88,-0.58,-1.0,-0.88,-1.44,-1.3,-1.3,-2.27,-2.24,-1.3,-0.88,-1.0,-1.0,-1.0,-1.0,-1.44,-1.3,-0.88,-0.58,-0.88,-1.0,-0.58,-1.0,-0.88,-0.58,-0.88,-1.28,-1.28,-1.0,-1.0,-1.28,-1.45,-1.45,-1.84,-1.45,-0.88,-1.28,-1.84,-2.24,-2.27,-1.28,-0.58,-0.88,-1.0,-1.0,-1.0,-1.28,-1.45,-1.45,-1.84,-1.45,-1.45,-1.28,-1.0,-1.28,-1.45,-1.3,-1.3,-1.0,-1.0,-1.0,-1.45,3
911,-1.28,-2.24,-1.84,-2.27,-1.45,-1.45,-1.28,-1.44,-1.3,-1.0,-1.3,-1.3,-1.3,-1.84,-1.44,-0.58,-0.88,-1.44,-2.27,-2.24,-1.84,-1.3,-1.0,-1.0,-1.0,-1.45,-2.24,-1.44,-1.0,-1.44,-1.44,-1.44,-1.84,-1.3,-0.88,-1.0,-0.58,-0.88,-0.58,-1.45,-1.84,-1.28,-1.44,-1.44,-1.28,-2.24,-2.27,-1.45,-1.45,-2.24,-2.27,-1.84,-1.45,-1.45,-1.84,-1.45,-0.88,-1.44,-2.27,-1.45,-1.0,-1.3,-2.27,-2.24,-2.27,-1.84,-1.45,-1.3,-2.27,-1.28,-1.0,-1.44,-2.27,-1.28,-1.28,-2.24,-2.27,-1.45,-1.45,-1.84,3
912,-1.84,-2.27,-1.45,-1.45,-1.28,-1.44,-1.3,-1.0,-1.3,-1.3,-1.3,-1.84,-1.44,-0.58,-0.88,-1.44,-2.27,-2.24,-1.84,-1.3,-1.0,-1.0,-1.0,-1.45,-2.24,-1.44,-1.0,-1.44,-1.44,-1.44,-1.84,-1.3,-0.88,-1.0,-0.58,-0.88,-0.58,-1.45,-1.84,-1.28,-1.44,-1.44,-1.28,-2.24,-2.27,-1.45,-1.45,-2.24,-2.27,-1.84,-1.45,-1.45,-1.84,-1.45,-0.88,-1.44,-2.27,-1.45,-1.0,-1.3,-2.27,-2.24,-2.27,-1.84,-1.45,-1.3,-2.27,-1.28,-1.0,-1.44,-2.27,-1.28,-1.28,-2.24,-2.27,-1.45,-1.45,-1.84,-1.28,-1.28,3
913,-1.45,-1.28,-1.44,-1.84,-2.27,-2.24,-1.44,-0.58,-0.88,-1.0,-1.0,-1.44,-1.3,-1.0,-1.3,-1.3,-1.45,-1.45,-1.0,-0.88,-0.58,-0.88,-0.58,-1.0,-0.88,-1.0,-0.58,-0.88,-1.0,-1.0,-1.28,-1.28,-1.44,-1.84,-1.3,-0.88,-0.58,-0.88,-1.0,-1.44,-1.44,-1.0,-1.44,-1.3,-1.3,-1.84,-2.27,-1.28,-1.28,-1.84,-1.84,-1.28,-0.58,-1.0,-0.88,-0.58,-0.88,-1.0,-1.0,-0.58,-1.45,-1.28,-1.0,-1.0,-0.58,-1.0,-1.3,-1.84,-1.84,-2.27,-1.28,-0.58,-0.88,-0.58,-0.88,-1.0,-0.58,-1.3,-1.3,-1.0,3
914,-1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-0.58,-0.88,-1.28,-1.28,-1.28,-2.24,-1.84,-2.27,-1.84,-1.45,-1.3,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-1.3,-1.0,-1.3,-1.3,-0.88,-1.44,-1.44,-1.0,-1.44,-1.3,-0.88,-1.0,-1.44,-1.84,-2.27,-1.45,-0.88,-1.0,-1.28,-1.84,-1.45,-1.3,-1.3,-1.45,-1.28,-0.58,-1.45,-2.24,-1.3,-1.45,-1.45,-1.0,-1.45,-1.28,-0.58,-1.45,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-2.27,-1.45,-0.88,-0.58,-0.88,-1.44,-1.3,-1.0,-1.3,-1.3,-1.45,-1.84,-1.45,-1.0,-1.45,3
915,-1.3,-1.84,-2.27,-2.24,-1.44,-1.44,-2.27,-1.84,-1.45,-0.88,-0.58,-1.45,-1.84,-1.28,-0.58,-1.45,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-1.84,-1.3,-1.0,-0.88,-1.28,-2.24,-2.27,-1.28,-1.44,-1.84,-2.27,-2.24,-1.3,-0.88,-1.0,-0.58,-1.0,-1.0,-1.45,-2.24,-1.44,-1.28,-1.45,-0.88,-1.44,-1.44,-1.44,-2.27,-2.24,-2.27,-1.84,-1.45,-1.3,-2.27,-1.45,-1.3,-2.27,-1.45,-1.45,-1.45,-1.0,-1.45,-1.45,-0.88,-1.0,-1.28,-1.84,-1.28,-1.0,-0.58,-0.88,-0.58,-0.88,-1.28,-2.24,-2.27,-1.28,-0.58,3
916,-1.44,-1.3,-0.88,-1.0,-1.0,-1.0,-1.44,-2.27,-1.45,-1.3,-1.84,-2.27,-2.24,-1.44,-1.44,-2.27,-1.84,-1.45,-0.88,-0.58,-1.45,-1.84,-1.28,-0.58,-1.45,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-1.84,-1.3,-1.0,-0.88,-1.28,-2.24,-2.27,-1.28,-1.44,-1.84,-2.27,-2.24,-1.3,-0.88,-1.0,-0.58,-1.0,-1.0,-1.45,-2.24,-1.44,-1.28,-1.45,-0.88,-1.44,-1.44,-1.44,-2.27,-2.24,-2.27,-1.84,-1.45,-1.3,-2.27,-1.45,-1.3,-2.27,-1.45,-1.45,-1.45,-1.0,-1.45,-1.45,-0.88,-1.0,-1.28,-1.84,-1.28,-1.0,3
917,-0.88,-1.0,-1.0,-1.44,-1.44,-1.28,-1.45,-0.88,-0.58,-1.45,-1.45,-1.0,-1.0,-0.88,-1.44,-1.3,-1.3,-1.84,-1.84,-1.84,-1.44,-1.44,-1.84,-1.44,-0.58,-0.88,-1.44,-1.44,-1.0,-1.44,-2.27,-1.28,-0.58,-1.3,-2.27,-1.84,-1.45,-1.0,-0.88,-1.0,-0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.3,-1.3,-1.0,-1.45,-2.24,-2.27,-1.84,-1.45,-0.88,-0.58,-0.88,-1.0,-1.0,-0.58,-0.88,-1.0,-1.44,-1.3,-0.88,-1.44,-1.3,-0.88,-1.0,-1.44,-1.3,-0.88,-1.28,-1.84,-1.84,-1.84,-1.84,-2.24,-1.84,-1.44,3
918,-1.45,-2.24,-1.3,-1.0,-0.88,-1.0,-0.58,-1.3,-1.44,-0.58,-1.45,-2.24,-1.44,-0.58,-1.0,-1.0,-1.0,-0.88,-1.28,-2.24,-1.84,-1.44,-0.58,-1.0,-1.45,-2.24,-1.84,-2.27,-1.28,-1.44,-1.84,-1.3,-1.0,-1.0,-0.88,-1.28,-1.45,-0.88,-1.0,-1.28,-1.45,-1.0,-0.88,-0.58,-1.45,-1.28,-1.28,-1.45,-1.45,-1.45,-1.45,-1.28,-0.58,-0.88,-1.28,-2.24,-1.3,-1.0,-1.0,-1.3,-1.44,-1.0,-1.28,-1.84,-1.84,-1.84,-1.45,-1.3,-2.27,-1.84,-1.45,-1.0,-1.45,-1.84,-2.24,-2.27,-2.24,-1.84,-1.44,-0.58,3
919,-0.58,-0.88,-1.28,-1.28,-1.44,-1.3,-0.88,-1.28,-1.84,-2.24,-2.27,-1.84,-2.24,-2.27,-1.28,-0.58,-0.88,-1.28,-2.24,-2.27,-1.45,-1.0,-1.0,-1.3,-1.44,-1.44,-2.27,-1.84,-2.24,-1.44,-1.0,-1.44,-1.44,-0.58,-0.88,-1.44,-1.3,-0.88,-1.44,-1.84,-1.44,-1.44,-1.3,-1.45,-1.45,-1.3,-1.3,-1.0,-1.45,-2.24,-2.27,-1.84,-2.24,-1.84,-1.44,-1.44,-1.3,-1.3,-1.44,-1.44,-1.3,-1.0,-1.0,-1.45,-2.24,-1.44,-0.58,-1.0,-0.88,-0.58,-1.3,-1.44,-1.28,-2.24,-1.84,-1.3,-0.88,-1.44,-2.27,-2.24,3
920,-2.27,-2.24,-2.27,-2.24,-2.27,-1.45,-1.0,-0.88,-0.58,-1.45,-2.24,-1.84,-1.84,-1.3,-1.0,-1.45,-1.45,-1.0,-1.3,-2.27,-2.24,-1.3,-0.88,-1.44,-1.3,-1.3,-1.3,-1.0,-1.0,-1.0,-1.45,-1.28,-1.0,-1.44,-1.3,-0.88,-1.44,-1.3,-1.3,-1.44,-1.0,-1.44,-1.44,-0.58,-0.88,-1.0,-1.44,-1.3,-0.88,-1.28,-1.84,-1.45,-1.45,-1.45,-1.0,-1.45,-2.24,-1.44,-0.58,-1.0,-0.88,-1.44,-1.44,-1.0,-1.0,-1.0,-1.0,-1.0,-0.58,-1.0,-1.45,-1.28,-0.58,-0.88,-1.28,-1.28,-1.44,-1.3,-0.88,-1.0,3
921,-1.84,-1.44,-0.58,-0.88,-1.44,-1.3,-1.0,-1.3,-1.3,-0.88,-0.58,-1.45,-2.24,-2.27,-1.45,-1.3,-1.3,-0.88,-1.0,-1.0,-0.58,-1.45,-1.28,-1.28,-1.28,-1.0,-1.44,-2.27,-1.28,-1.0,-1.0,-0.58,-1.0,-1.0,-1.0,-0.88,-1.44,-1.3,-1.0,-0.88,-0.58,-1.0,-0.88,-0.58,-0.88,-1.0,-0.58,-1.0,-1.3,-2.27,-1.84,-1.45,-1.45,-1.28,-1.0,-0.58,-0.88,-1.0,-1.28,-1.45,-1.45,-2.24,-1.3,-1.0,-0.88,-1.28,-2.24,-1.3,-1.3,-1.3,-1.0,-0.88,-1.44,-2.27,-1.28,-0.58,-0.88,-1.44,-1.84,-1.3,3
922,-1.3,-1.84,-2.27,-1.45,-0.88,-1.0,-1.44,-2.27,-2.24,-2.27,-1.28,-1.0,-0.58,-0.88,-1.0,-1.28,-1.84,-2.24,-2.27,-2.24,-2.27,-1.28,-1.28,-1.28,-0.58,-0.88,-1.44,-2.27,-1.28,-1.44,-1.84,-1.3,-1.0,-1.0,-1.3,-1.44,-0.58,-0.88,-1.44,-2.27,-1.84,-2.24,-1.84,-1.84,-1.84,-2.27,-1.45,-0.88,-1.28,-1.45,-1.45,-1.84,-1.45,-1.3,-1.84,-1.44,-1.0,-1.44,-1.3,-1.0,-1.3,-2.27,-2.24,-1.44,-1.44,-1.84,-2.27,-1.84,-2.24,-1.44,-1.0,-0.58,-1.3,-2.27,-1.28,-1.44,-1.3,-1.3,-2.27,-1.45,3
923,-2.27,-2.24,-1.84,-1.3,-1.45,-2.24,-2.27,-1.45,-1.0,-1.0,-1.0,-1.45,-2.24,-1.44,-0.58,-1.45,-1.84,-1.45,-1.3,-1.84,-1.3,-1.3,-1.84,-1.84,-1.44,-1.44,-1.44,-1.0,-1.0,-0.58,-0.88,-0.58,-0.88,-1.0,-1.44,-1.3,-0.88,-1.44,-1.3,-0.88,-0.58,-0.88,-1.0,-0.58,-0.88,-1.44,-1.44,-1.28,-2.24,-2.27,-1.84,-1.84,-1.28,-0.58,-0.88,-0.58,-1.0,-1.45,-1.28,-0.58,-0.88,-0.58,-1.45,-1.45,-0.88,-1.44,-1.3,-0.88,-1.44,-1.44,-1.28,-1.45,-1.0,-0.88,-0.58,-1.0,-1.3,-1.3,-1.3,-1.3,3
924,-2.24,-1.3,-1.3,-1.84,-1.84,-2.27,-2.24,-1.3,-1.3,-2.27,-1.45,-1.3,-1.3,-1.0,-1.3,-2.27,-2.24,-2.27,-2.24,-1.84,-2.27,-1.45,-1.45,-1.45,-1.3,-2.27,-1.45,-1.3,-1.84,-1.44,-1.0,-1.44,-1.3,-1.3,-1.3,-1.3,-1.44,-1.0,-1.0,-1.28,-1.45,-0.88,-1.28,-1.45,-0.88,-0.58,-1.0,-1.3,-2.27,-1.28,-1.28,-1.84,-1.28,-1.0,-0.58,-1.45,-2.24,-2.27,-2.24,-1.3,-1.0,-1.3,-1.3,-0.88,-0.58,-1.0,-1.45,-1.28,-1.0,-1.28,-1.28,-1.0,-1.0,-0.58,-1.0,-1.3,-2.27,-1.45,-0.88,-0.58,3
925,-1.3,-0.88,-0.58,-0.88,-1.0,-1.44,-1.44,-1.28,-1.45,-1.0,-0.88,-1.0,-1.0,-1.28,-2.24,-1.3,-0.88,-1.44,-1.44,-1.44,-2.27,-2.24,-1.44,-1.28,-1.84,-2.24,-1.44,-1.44,-1.84,-1.44,-1.0,-1.0,-1.44,-1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-1.44,-1.84,-2.27,-2.24,-2.27,-1.28,-1.28,-1.45,-1.45,-1.84,-1.84,-1.45,-1.0,-1.45,-1.45,-0.88,-1.28,-1.28,-1.28,-1.45,-1.45,-1.84,-1.84,-1.84,-1.45,-0.88,-1.28,-1.28,-1.28,-2.24,-1.44,-1.0,-1.28,-1.45,-1.45,-1.45,-1.0,-1.3,-1.84,-1.44,3
926,-0.88,-0.58,-0.88,-1.0,-1.44,-1.44,-1.28,-1.45,-1.0,-0.88,-1.0,-1.0,-1.28,-2.24,-1.3,-0.88,-1.44,-1.44,-1.44,-2.27,-2.24,-1.44,-1.28,-1.84,-2.24,-1.44,-1.44,-1.84,-1.44,-1.0,-1.0,-1.44,-1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-0.88,-1.44,-1.84,-2.27,-2.24,-2.27,-1.28,-1.28,-1.45,-1.45,-1.84,-1.84,-1.45,-1.0,-1.45,-1.45,-0.88,-1.28,-1.28,-1.28,-1.45,-1.45,-1.84,-1.84,-1.84,-1.45,-0.88,-1.28,-1.28,-1.28,-2.24,-1.44,-1.0,-1.28,-1.45,-1.45,-1.45,-1.0,-1.3,-1.84,-1.44,-1.28,3
927,-1.3,-0.88,-1.0,-0.58,-0.88,-1.44,-1.44,-1.28,-1.45,-1.3,-1.84,-1.3,-0.88,-1.44,-1.3,-1.3,-1.84,-1.84,-2.27,-2.24,-2.27,-1.28,-1.0,-1.0,-1.28,-2.24,-2.27,-1.84,-1.45,-1.3,-1.44,-1.0,-1.44,-1.3,-1.0,-1.3,-1.44,-1.44,-1.84,-1.44,-1.44,-1.3,-1.45,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-1.84,-1.28,-1.28,-1.45,-1.45,-1.45,-0.88,-1.0,-1.44,-1.44,-1.44,-1.84,-2.27,-1.45,-1.3,-1.44,-1.28,-1.28,-1.0,-1.0,-1.44,-2.27,-1.45,-1.3,-2.27,-1.45,-1.45,-2.24,-1.3,-1.0,-1.0,3
928,-1.84,-2.27,-1.28,-1.44,-1.84,-1.44,-1.0,-0.58,-1.45,-1.45,-1.0,-0.88,-0.58,-0.88,-1.44,-2.27,-1.45,-1.45,-1.28,-0.58,-0.88,-1.28,-1.45,-1.0,-0.88,-1.0,-1.0,-1.0,-1.0,-1.0,-0.58,-1.0,-1.0,-0.88,-0.58,-1.0,-1.45,-1.45,-1.0,-1.0,-0.88,-1.0,-0.58,-0.88,-1.0,-0.58,-1.0,-1.0,-1.0,-1.45,-1.84,-1.45,-1.45,-1.45,-0.88,-1.28,-1.28,-1.44,-1.44,-0.58,-0.88,-0.58,-1.0,-1.3,-1.84,-1.3,-1.0,-0.88,-1.0,-1.0,-1.0,-1.0,-0.58,-1.0,-1.3,-1.84,-1.44,-1.0,-1.28,-2.24,3
929,-0.58,-1.45,-1.45,-1.3,-1.3,-1.45,-1.45,-1.45,-2.24,-2.27,-1.28,-1.28,-1.45,-0.88,-1.28,-1.45,-1.45,-1.28,-0.58,-0.88,-1.44,-1.3,-1.45,-2.24,-1.44,-1.44,-1.44,-1.28,-1.28,-1.44,-1.44,-0.58,-0.88,-0.58,-0.88,-1.0,-0.58,-1.0,-0.88,-0.58,-1.0,-1.3,-2.27,-1.28,-0.58,-1.0,-1.45,-1.84,-1.84,-2.24,-2.27,-1.45,-0.88,-1.0,-1.44,-1.3,-1.3,-1.44,-1.0,-0.58,-1.0,-1.45,-1.84,-1.45,-1.0,-0.88,-0.58,-1.0,-1.45,-2.24,-1.84,-1.3,-0.88,-1.0,-1.28,-1.84,-1.45,-0.88,-0.58,-1.45,3
930,-1.0,-0.88,-1.44,-2.27,-2.24,-2.27,-2.24,-1.84,-1.44,-1.28,-1.45,-1.3,-1.84,-2.27,-1.45,-1.45,-1.45,-0.88,-1.0,-0.58,-1.0,-0.88,-0.58,-1.45,-1.28,-1.28,-2.24,-2.27,-1.45,-1.45,-1.28,-1.44,-1.84,-2.27,-1.28,-0.58,-0.88,-1.0,-0.58,-0.88,-1.44,-2.27,-1.45,-1.0,-1.0,-1.0,-0.88,-1.0,-1.28,-2.24,-2.27,-1.84,-1.45,-0.88,-1.28,-1.28,-1.0,-1.28,-1.45,-1.0,-1.45,-1.28,-0.58,-1.0,-1.3,-1.84,-1.44,-1.44,-1.3,-1.0,-1.45,-1.45,-1.0,-1.3,-1.44,-1.0,-1.0,-1.28,-1.45,-1.45,3
